City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,yulara,-25.24,130.99,80.6,24,3,4.7,AU,1581196337
283,kandrian,-6.22,149.55,77.67,86,100,10.31,PG,1581196337
284,ahipara,-35.17,173.17,64.98,69,8,10.38,NZ,1581196337
285,pathalgaon,22.57,83.47,54.5,84,10,7.2,IN,1581196337
286,koshurnikovo,54.17,93.3,24.19,87,100,3.06,RU,1581196337
287,huarmey,-10.07,-78.15,80.44,53,51,10.47,PE,1581196337
288,khani,41.96,42.96,32.0,74,90,4.7,GE,1581196337
289,evensk,61.95,159.23,-12.84,53,0,12.35,RU,1581196337
290,linxia,35.6,103.21,23.43,63,1,2.35,CN,1581196337
291,seoul,37.57,126.98,24.8,78,1,1.12,KR,1581196293
292,aras,42.56,-2.36,45.0,100,90,1.12,ES,1581196338
293,simao,22.79,100.97,56.48,79,38,2.59,CN,1581196338
294,deniliquin,-35.53,144.97,70.0,63,100,7.0,AU,1581196338
295,jasper,37.2,-94.35,51.01,49,1,3.36,US,1581196338
296,ostrovnoy,68.05,39.51,30.63,90,100,13.82,RU,1581196338
297,morro bay,35.37,-120.85,70.0,59,1,9.17,US,1581196095
298,zuwarah,32.93,12.08,58.03,51,99,12.19,LY,1581196148
299,mastic beach,40.77,-72.85,41.0,40,75,13.87,US,1581196338
300,flin flon,54.77,-101.86,14.0,72,40,6.93,CA,1581196338
301,kungurtug,50.6,97.52,9.48,74,100,4.21,RU,1581196338
302,puerto baquerizo moreno,-0.9,-89.6,79.52,83,23,9.37,EC,1581196338
303,aguimes,27.91,-15.45,66.2,72,75,23.04,ES,1581196338
304,dingle,11.0,122.67,72.95,95,87,8.55,PH,1581196338
305,hami,42.8,93.45,21.97,47,0,1.77,CN,1581196339
306,senno,59.53,33.92,24.01,91,100,3.0,RU,1581196339
307,nizwa,22.93,57.53,59.31,51,54,2.66,OM,1581196196
308,joshimath,30.57,79.57,20.73,27,0,12.19,IN,1581196339
309,shitanjing,39.23,106.34,24.98,41,0,2.66,CN,1581196339
310,meulaboh,4.14,96.13,80.33,80,100,7.65,ID,1581196339
311,mahibadhoo,3.78,72.97,81.45,74,74,9.86,MV,1581196339
312,cleburne,32.35,-97.39,64.99,40,75,12.75,US,1581196339
313,saint-georges,12.06,-61.75,84.2,66,20,12.75,GD,1581196339
314,uchiza,-8.46,-76.46,74.1,88,69,2.01,PE,1581196339
315,plettenberg bay,-34.05,23.37,69.96,88,18,2.95,ZA,1581196339
316,svetlaya,46.54,138.33,1.78,69,0,9.91,RU,1581196339
317,abu samrah,35.3,37.18,34.03,36,99,20.58,SY,1581196218
318,rhyl,53.32,-3.49,48.99,81,75,16.11,GB,1581196177
319,zhigansk,66.77,123.37,-12.98,95,100,19.08,RU,1581196106
320,vila velha,-20.33,-40.29,84.0,69,20,8.05,BR,1581196339
321,ericeira,38.96,-9.42,57.0,87,75,5.82,PT,1581196339
322,buala,-8.14,159.59,82.18,78,97,12.06,SB,1581196339
323,bandarbeyla,9.49,50.81,75.99,75,20,15.46,SO,1581196340
324,aktau,43.65,51.2,32.0,85,75,13.42,KZ,1581196340
325,hay river,60.82,-115.8,3.2,84,90,6.93,CA,1581196340
326,mount isa,-20.73,139.5,82.4,65,36,8.05,AU,1581196340
327,bairiki,1.33,172.98,83.91,76,100,16.24,KI,1581196340
328,jackson,42.42,-122.83,46.99,65,75,8.05,US,1581196340
329,mangaratiba,-22.96,-44.04,91.4,55,20,8.05,BR,1581196340
330,kuybyshevskiy zaton,55.16,49.17,-0.4,84,0,11.18,RU,1581196340
331,riberalta,-10.98,-66.1,86.0,70,75,6.93,BO,1581196340
332,fallon,39.47,-118.78,60.8,17,1,14.99,US,1581196340
333,mugumu,-1.85,34.7,63.34,72,44,4.34,TZ,1581196145
334,saint-hubert,50.05,5.38,46.99,93,100,9.17,BE,1581196340
335,yinchuan,38.47,106.27,28.17,38,0,6.91,CN,1581196341
336,djougou,9.71,1.67,77.79,14,0,5.82,BJ,1581196341
337,tuatapere,-46.13,167.68,53.01,92,81,11.01,NZ,1581196341
338,camana,-16.62,-72.71,67.91,77,82,8.79,PE,1581196341
339,san francisco,37.77,-122.42,63.0,76,20,20.8,US,1581196174
340,callaguip,18.07,120.49,74.68,70,91,15.41,PH,1581196341
341,grindavik,63.84,-22.43,32.0,62,75,8.05,IS,1581196341
342,barra do garcas,-15.89,-52.26,78.8,83,75,3.36,BR,1581196341
343,mikhaylovskoye,51.82,79.72,33.17,84,100,15.46,RU,1581196341
344,ca mau,9.18,105.15,78.01,72,100,4.63,VN,1581196341
345,xifeng,42.74,124.72,6.73,85,0,6.08,CN,1581196341
346,tateyama,34.98,139.87,39.2,51,20,33.33,JP,1581196341
347,durusu,41.31,28.68,37.0,54,75,9.17,TR,1581196341
348,ust-kuyga,70.02,135.6,-32.06,85,0,8.1,RU,1581196341
349,maturin,9.75,-63.18,84.51,50,58,9.69,VE,1581196342
350,prince rupert,54.32,-130.32,39.2,64,1,5.82,CA,1581196342
351,pichayevo,53.24,42.2,-1.16,99,4,2.08,RU,1581196342
352,lufilufi,-13.87,-171.6,80.01,88,100,13.0,WS,1581196342
353,reyes,-14.32,-67.38,87.8,66,75,11.41,BO,1581196342
354,alta floresta,-9.88,-56.09,78.8,83,90,9.17,BR,1581196342
355,fatehgarh,27.37,79.63,50.27,77,0,3.74,IN,1581196342
356,synya,65.37,58.04,-12.06,98,55,6.38,RU,1581196342
357,franklin,39.97,-83.02,34.0,82,90,5.82,US,1581196342
358,iqaluit,63.75,-68.51,-20.0,68,75,4.9,CA,1581196238
359,raga,8.46,25.68,79.25,14,0,9.55,SS,1581196342
360,kloulklubed,7.04,134.26,77.0,88,90,5.82,PW,1581196342
361,lensk,60.73,114.93,5.79,94,100,9.04,RU,1581196342
362,mnogovershinnyy,53.94,139.92,-15.2,72,56,4.81,RU,1581196342
363,mossendjo,-2.95,12.73,72.14,98,97,1.36,CG,1581196342
364,fengzhen,40.44,113.15,11.86,79,0,5.19,CN,1581196342
365,dunda,-8.12,34.25,64.31,94,6,1.68,TZ,1581196342
366,rey bouba,8.67,14.18,75.94,19,37,0.98,CM,1581196343
367,zachary,30.65,-91.16,70.0,48,1,4.7,US,1581196189
368,hwange,-18.37,26.5,68.07,98,99,2.39,ZW,1581196343
369,pare,-7.77,112.2,73.31,97,99,2.37,ID,1581196343
370,fremont,37.55,-121.99,63.0,55,1,11.41,US,1581196058
371,dabakala,8.37,-4.43,78.13,12,80,2.55,CI,1581196343
372,kusti,13.16,32.66,78.22,13,81,18.95,SD,1581196144
373,kodinar,20.79,70.7,64.99,28,0,15.52,IN,1581196343
374,nang rong,14.64,102.79,67.96,74,70,9.57,TH,1581196145
375,adjumani,3.38,31.79,84.15,37,0,5.28,UG,1581196343
376,ballina,-28.87,153.57,73.4,88,75,6.93,AU,1581196343
377,galle,6.04,80.22,77.81,75,74,10.6,LK,1581196343
378,khash,28.22,61.22,50.18,54,0,7.38,IR,1581196343
379,mae sot,16.72,98.57,75.99,96,78,2.13,TH,1581196343
380,simimbaan,17.12,121.58,67.05,92,100,10.16,PH,1581196343
381,batouri,4.43,14.37,80.67,21,68,5.12,CM,1581196344
382,vilyuysk,63.76,121.62,-21.41,96,100,11.3,RU,1581196344
383,parana,-31.73,-60.52,89.01,59,2,3.0,AR,1581196233
384,namwala,-15.75,26.44,68.02,96,100,4.54,ZM,1581196270
385,cap-aux-meules,47.38,-61.86,19.4,67,90,12.75,CA,1581196344
386,la palma,33.85,-118.05,72.0,46,1,4.7,US,1581196292
387,bilibino,68.05,166.44,-23.55,80,93,2.1,RU,1581196344
388,ottumwa,41.02,-92.41,32.0,79,1,6.93,US,1581196344
389,tashla,51.77,52.74,-5.91,96,18,10.16,RU,1581196344
390,kokopo,-4.35,152.26,82.6,78,100,15.19,PG,1581196344
391,pacific grove,36.62,-121.92,63.0,76,1,11.41,US,1581196344
392,hurricane,37.18,-113.29,62.6,32,1,1.66,US,1581196344
393,shaowu,27.34,117.48,38.52,87,33,2.51,CN,1581196344
394,newport,51.59,-3.0,51.01,81,75,18.34,GB,1581196344
395,kahului,20.89,-156.47,73.4,68,40,10.29,US,1581196344
396,burns lake,54.23,-125.75,24.67,86,0,3.6,CA,1581196344
397,nikolskoye,59.7,30.79,30.2,86,90,6.71,RU,1581196345
398,cherskiy,68.75,161.3,-31.09,75,71,3.89,RU,1581196345
399,harper,4.38,-7.72,78.44,88,100,4.0,LR,1581196345
400,pando,-34.72,-55.95,73.4,64,75,16.11,UY,1581196345
401,mogadishu,2.04,45.34,79.0,85,98,13.58,SO,1581196345
402,ashtabula,41.7,-80.77,33.01,79,90,3.36,US,1581196345
403,saint anthony,45.02,-93.22,21.99,40,1,5.82,US,1581196046
404,kazachinskoye,57.7,93.28,34.14,91,100,12.8,RU,1581196345
405,pangody,65.85,74.49,-14.94,94,74,7.76,RU,1581196345
406,haines junction,60.75,-137.51,18.99,94,100,14.43,CA,1581196345
407,woodbury,42.38,-96.03,34.0,83,1,14.99,US,1581196345
408,navashino,55.53,42.2,4.73,91,0,5.5,RU,1581196345
409,phan thiet,10.93,108.1,69.15,77,52,3.33,VN,1581196345
410,qui nhon,13.77,109.23,65.77,92,68,5.53,VN,1581196256
411,aranda de duero,41.67,-3.69,40.5,86,62,5.26,ES,1581196345
412,voznesenye,61.01,35.48,24.46,90,100,11.45,RU,1581196345
413,birjand,32.87,59.22,50.0,27,28,18.34,IR,1581196090
414,olinda,-8.01,-34.86,84.2,70,40,9.17,BR,1581196345
415,kamaishi,39.27,141.88,21.76,66,11,9.28,JP,1581196346
416,sisimiut,66.94,-53.67,-4.47,95,100,10.18,GL,1581196346
417,taoudenni,22.68,-3.98,69.22,8,100,11.21,ML,1581196346
418,kununurra,-15.77,128.73,78.8,94,70,5.39,AU,1581196346
419,grand gaube,-20.01,57.66,78.8,78,40,5.82,MU,1581196346
420,walla walla,46.06,-118.34,53.6,70,90,16.11,US,1581196115
421,jumla,29.27,82.18,20.12,24,0,6.91,NP,1581196346
422,karacakoy,41.4,28.38,37.0,54,75,9.17,TR,1581196346
423,kushima,31.46,131.23,39.0,69,0,10.0,JP,1581196346
424,okha,53.57,142.95,-4.0,94,100,19.93,RU,1581196346
425,nabire,-3.37,135.48,69.75,92,100,2.86,ID,1581196346
426,sisian,39.53,46.03,32.0,96,90,13.87,AM,1581196346
427,coihaique,-45.58,-72.07,73.4,35,20,4.7,CL,1581196346
428,faanui,-16.48,-151.75,82.36,82,98,21.68,PF,1581196346
429,xuddur,4.12,43.89,71.4,79,56,14.32,SO,1581196346
430,roma,43.21,-75.46,18.0,72,90,4.7,US,1581196318
431,kanigoro,-8.13,112.22,73.31,97,99,2.37,ID,1581196346
432,nizhniy tsasuchey,50.52,115.13,10.51,83,0,8.66,RU,1581196347
433,troitsk,54.1,61.58,3.38,97,77,5.55,RU,1581196347
434,gualaceo,-2.9,-78.78,62.6,82,75,13.87,EC,1581196347
435,villazon,-22.09,-65.59,63.3,43,66,16.8,BO,1581196347
436,kargasok,59.06,80.86,8.98,95,87,10.31,RU,1581196347
437,lagunas,-5.23,-75.68,88.72,57,16,5.21,PE,1581196347
438,aksu,41.12,80.26,26.91,50,0,0.85,CN,1581196347
439,santa cruz,-17.8,-63.17,80.6,78,90,4.7,BO,1581196184
440,atasu,48.68,71.64,34.0,69,100,13.96,KZ,1581196347
441,cao bang,22.67,106.25,50.54,91,100,2.42,VN,1581196347
442,astana,51.18,71.45,33.8,98,90,2.24,KZ,1581196347
443,seydi,39.48,62.91,60.13,36,46,16.08,TM,1581196347
444,ghatanji,20.13,78.32,63.46,76,0,8.79,IN,1581196347
445,casambalangan,18.38,122.13,72.46,80,100,24.56,PH,1581196347
446,fenelon falls,44.53,-78.75,17.01,36,1,3.36,CA,1581196347
447,itarema,-2.92,-39.92,78.93,84,100,6.62,BR,1581196348
448,dunedin,-45.87,170.5,60.01,61,85,5.99,NZ,1581196348
449,ritchie,-29.04,24.6,68.0,82,43,11.41,ZA,1581196348
450,invercargill,-46.4,168.35,53.01,92,100,11.01,NZ,1581196348
451,zarate,-34.1,-59.03,82.99,57,0,11.41,AR,1581196348
452,petropavlovsk-kamchatskiy,53.05,158.65,19.4,73,100,6.71,RU,1581196348
453,angra dos reis,-23.01,-44.32,89.6,55,20,8.05,BR,1581196325
454,binzhou,37.37,118.02,33.01,80,0,5.93,CN,1581196348
455,moroni,-11.7,43.26,83.82,69,2,7.78,KM,1581196348
456,majene,-3.54,118.97,76.3,85,100,3.71,ID,1581196348
457,igrim,63.19,64.42,-9.78,90,0,5.19,RU,1581196348
458,makakilo city,21.35,-158.09,75.0,93,90,8.05,US,1581196348
459,sola,-13.88,167.55,84.42,80,100,19.46,VU,1581196348
460,ust-kulom,61.69,53.69,-5.17,99,90,3.33,RU,1581196348
461,tigil,57.8,158.67,-3.82,77,100,8.25,RU,1581196348
462,the valley,18.22,-63.06,80.6,65,40,12.75,AI,1581196225
463,crotone,39.09,17.12,46.78,71,0,3.98,IT,1581196349
464,saint-leu,-21.15,55.28,75.2,83,40,1.36,RE,1581196349
465,kudahuvadhoo,2.67,72.89,81.66,77,1,12.37,MV,1581196349
466,biak,-0.91,122.88,81.77,73,100,5.1,ID,1581196349
467,zyryanka,65.75,150.85,-28.16,82,41,10.02,RU,1581196349
468,steamboat springs,40.48,-106.83,44.6,55,1,23.04,US,1581196213
469,liverpool,53.41,-2.98,48.99,81,75,16.11,GB,1581196273
470,tadine,-21.55,167.88,81.21,80,100,17.36,NC,1581196349
471,areka,7.07,37.7,69.94,44,70,1.92,ET,1581196349
472,bhawanipatna,19.9,83.17,62.51,92,100,3.83,IN,1581196349
473,goroka,-6.08,145.39,59.52,98,100,2.89,PG,1581196349
474,dapdap,12.06,125.49,78.73,84,100,11.59,PH,1581196349
475,tura,25.52,90.22,62.01,51,81,2.84,IN,1581196349
476,clyde river,70.47,-68.59,-29.2,73,40,17.22,CA,1581196349
477,la cumbre,-30.98,-64.49,79.0,73,75,8.05,AR,1581196349
478,nome,64.5,-165.41,-4.0,48,90,9.17,US,1581196350
479,atambua,-9.11,124.89,75.63,86,100,1.61,ID,1581196350
480,mezhgorye,44.97,34.42,15.94,91,100,10.29,UA,1581196350
481,nouadhibou,20.93,-17.03,68.0,72,0,12.75,MR,1581196350
482,kosh-agach,50.0,88.67,7.5,70,100,1.07,RU,1581196350
483,elizabeth city,36.29,-76.25,46.99,52,40,5.82,US,1581196230
484,matanzas,23.04,-81.58,80.6,74,75,12.75,CU,1581196350
485,berlevag,70.86,29.09,39.7,91,100,19.86,NO,1581196350
486,grunberg,50.59,8.96,41.0,86,100,3.36,DE,1581196350
487,phibun mangsahan,15.24,105.23,71.6,73,38,10.29,TH,1581196350
488,rocha,-34.48,-54.33,69.64,71,33,14.2,UY,1581196350
489,sorland,67.67,12.69,42.57,78,100,28.77,NO,1581196199
490,strand,-34.11,18.83,69.01,93,20,14.99,ZA,1581196350
491,gigmoto,13.78,124.39,79.27,82,100,21.59,PH,1581196350
492,jiuquan,39.74,98.52,22.32,19,0,3.36,CN,1581196351
493,tuy hoa,13.08,109.3,75.02,78,100,26.04,VN,1581196351
494,umm lajj,25.02,37.27,56.21,58,100,6.62,SA,1581196351
495,annau,37.89,58.52,64.4,34,75,18.34,TM,1581196351
496,port hedland,-20.32,118.57,82.4,83,75,26.4,AU,1581196351
497,novopokrovka,49.84,36.55,12.2,72,0,2.24,UA,1581196351
498,guerrero negro,27.98,-114.06,71.1,46,12,8.84,MX,1581196351
499,mildura,-34.2,142.15,66.2,93,90,6.93,AU,1581196351
500,chapleau,47.84,-83.4,8.6,42,75,6.93,CA,1581196351
501,malatya,38.5,38.0,23.0,49,0,27.51,TR,1581196351
502,yerofey pavlovich,53.97,121.97,-4.83,99,100,1.48,RU,1581196351
503,zhaoyang,42.68,126.03,3.09,81,0,6.38,CN,1581196351
504,jiwani,25.05,61.74,71.2,63,2,8.93,PK,1581196351
505,san policarpo,12.18,125.51,78.73,84,100,11.59,PH,1581196351
506,kumphawapi,17.11,103.01,69.75,64,0,8.43,TH,1581196351
507,ambanja,-13.68,48.45,77.43,85,25,3.18,MG,1581196352
508,derzhavinsk,51.1,66.32,29.73,97,100,7.2,KZ,1581196352
509,victoria,22.29,114.16,60.8,72,40,8.05,HK,1581196183
510,kutum,14.2,24.67,57.11,32,0,7.23,SD,1581196352
511,hindaun,26.72,77.02,51.08,61,0,2.13,IN,1581196352
512,angola,-12.5,18.5,64.38,95,100,3.89,AO,1581196089
513,pafos,34.77,32.42,42.8,60,20,3.36,CY,1581196352
514,iracoubo,5.48,-53.2,78.96,79,100,18.97,GF,1581196352
515,beloha,-25.17,45.05,74.21,86,0,7.27,MG,1581196352
516,goundam,16.41,-3.67,74.32,10,100,11.27,ML,1581196352
517,sistranda,63.73,8.83,44.01,69,75,5.82,NO,1581196352
518,karonga,-9.93,33.93,74.39,86,83,4.09,MW,1581196352
519,naze,28.37,129.48,59.0,58,75,21.92,JP,1581196352
520,amahai,-3.33,128.92,82.54,75,83,12.97,ID,1581196352
521,namatanai,-3.67,152.43,82.94,73,100,10.87,PG,1581196352
522,broome,42.25,-75.83,30.99,79,75,5.93,US,1581196353
523,lima,-12.04,-77.03,80.6,69,35,8.05,PE,1581196205
524,santa maria,-29.68,-53.81,95.0,47,40,4.7,BR,1581196353
525,mezhdurechenskiy,59.6,65.93,-11.25,98,54,4.52,RU,1581196353
526,yarim,14.3,44.38,57.97,77,0,5.7,YE,1581196353
527,bronzani majdan,44.79,16.93,32.0,91,0,2.24,BA,1581196353
528,tomigusuku,26.18,127.67,60.8,48,67,18.34,JP,1581196353
529,chalus,36.66,51.42,55.4,76,40,6.93,IR,1581196353
530,saint-pierre,-21.34,55.48,75.2,83,0,17.45,RE,1581196353
531,zirovnice,49.25,15.19,32.0,80,0,8.05,CZ,1581196353
532,rincon viejo,16.9,-95.05,80.74,70,29,8.14,MX,1581196353
533,lixourion,38.2,20.43,53.89,50,0,4.81,GR,1581196353
534,dryden,49.78,-92.75,6.8,71,90,8.05,CA,1581196353
535,maragogi,-9.01,-35.22,82.18,74,36,11.01,BR,1581196353
536,jutai,-5.18,-68.9,85.89,64,98,1.97,BR,1581196353
537,ouango,4.31,22.56,79.27,34,99,1.23,CF,1581196266
538,ivaipora,-24.25,-51.68,76.1,94,26,2.89,BR,1581196354
539,lavrentiya,65.58,-171.0,-20.88,90,29,8.23,RU,1581196354
540,caceres,39.52,-6.37,49.6,95,100,4.76,ES,1581196354
541,roald,62.58,6.13,46.0,69,40,13.87,NO,1581196354
542,chabahar,25.29,60.64,60.8,87,0,4.43,IR,1581196354
543,gulariya,28.23,81.33,49.55,71,0,1.5,NP,1581196354
544,puqi,29.72,113.88,38.97,89,0,1.34,CN,1581196354
545,minden,52.28,8.92,48.0,70,75,11.41,DE,1581196341
546,forestville,38.85,-76.88,45.0,41,75,9.17,US,1581196354
547,palmer,42.16,-72.33,37.0,47,75,12.75,US,1581196209
548,vredendal,-31.67,18.5,65.3,74,1,10.09,ZA,1581196355
549,krasnaya zarya,52.78,37.68,4.51,84,0,2.82,RU,1581196355
550,chase,50.82,-119.69,37.99,64,75,21.92,CA,1581196355
551,jinchang,38.5,102.17,22.5,21,0,2.8,CN,1581196355
552,karagay,58.27,54.94,-11.96,98,0,3.76,RU,1581196355
553,dubai,25.26,55.3,73.4,60,0,6.93,AE,1581196355
554,pathein,16.78,94.73,74.62,68,0,9.33,MM,1581196355
555,turiacu,-1.66,-45.37,75.47,93,98,7.05,BR,1581196264
556,vestmanna,62.16,-7.17,37.4,86,100,11.41,FO,1581196355
557,valente,-11.41,-39.46,78.69,79,100,6.13,BR,1581196355
558,jalu,29.03,21.55,54.19,54,0,6.69,LY,1581196234
559,svetlogorsk,52.63,29.73,27.05,96,91,5.48,BY,1581196355
560,beringovskiy,63.05,179.32,-15.54,94,91,18.12,RU,1581196355
561,nogliki,51.83,143.17,-4.95,94,100,22.57,RU,1581196355
562,pouebo,-20.4,164.57,79.48,74,100,8.01,NC,1581196355
563,gobabis,-22.45,18.97,76.19,19,28,13.51,NA,1581196355
564,malakal,9.53,31.66,83.59,16,1,10.8,SS,1581196355
